observation_date,calendar_year,team_abbreviation,team_name,conference,team_strength_index,is_game_day,opponent_abbreviation,points_for,points_against,win_flag,point_differential
2022-11-06,2022,LAL,Los Angeles Lakers,Western,97.94,0,,,,,
2022-11-07,2022,BOS,Boston Celtics,Eastern,111.81,0,,,,,
2022-11-07,2022,MIA,Miami Heat,Eastern,107.37,1,DEN,103,114,0,-11
2022-11-07,2022,MIL,Milwaukee Bucks,Eastern,108.99,0,,,,,
2022-11-07,2022,DEN,Denver Nuggets,Western,106.40,0,,,,,
2022-11-07,2022,GSW,Golden State Warriors,Western,102.36,1,BOS,103,98,1,5
2022-11-07,2022,LAL,Los Angeles Lakers,Western,98.59,0,,,,,
2022-11-08,2022,BOS,Boston Celtics,Eastern,110.31,0,,,,,
2022-11-08,2022,MIA,Miami Heat,Eastern,108.98,0,,,,,
2022-11-08,2022,MIL,Milwaukee Bucks,Eastern,109.18,1,GSW,123,97,1,26
2022-11-08,2022,DEN,Denver Nuggets,Western,106.57,0,,,,,
2022-11-08,2022,GSW,Golden State Warriors,Western,101.35,0,,,,,
2022-11-08,2022,LAL,Los Angeles Lakers,Western,97.76,1,MIA,104,126,0,-22
2022-11-09,2022,BOS,Boston Celtics,Eastern,111.40,1,DEN,112,122,0,-10
2022-11-09,2022,MIA,Miami Heat,Eastern,108.23,0,,,,,
2022-11-09,2022,MIL,Milwaukee Bucks,Eastern,108.70,0,,,,,
2022-11-09,2022,DEN,Denver Nuggets,Western,107.26,1,BOS,109,105,1,4
2022-11-09,2022,GSW,Golden State Warriors,Western,101.03,0,,,,,
2022-11-09,2022,LAL,Los Angeles Lakers,Western,98.07,0,,,,,
2022-11-10,2022,BOS,Boston Celtics,Eastern,111.15,0,,,,,
2022-11-10,2022,MIA,Miami Heat,Eastern,107.60,1,GSW,126,124,1,2
2022-11-10,2022,MIL,Milwaukee Bucks,Eastern,107.37,0,,,,,
2022-11-10,2022,DEN,Denver Nuggets,Western,105.58,0,,,,,
2022-11-10,2022,GSW,Golden State Warriors,Western,100.67,1,MIA,98,96,1,2
2022-11-10,2022,LAL,Los Angeles Lakers,Western,98.64,0,,,,,
2022-11-11,2022,BOS,Boston Celtics,Eastern,112.03,0,,,,,
2022-11-11,2022,MIA,Miami Heat,Eastern,107.19,0,,,,,
2022-11-11,2022,MIL,Milwaukee Bucks,Eastern,108.50,1,LAL,130,118,1,12
2022-11-11,2022,DEN,Denver Nuggets,Western,106.02,0,,,,,
2022-11-11,2022,GSW,Golden State Warriors,Western,101.64,0,,,,,
2022-11-11,2022,LAL,Los Angeles Lakers,Western,101.19,1,MIL,131,110,1,21
2022-11-12,2022,BOS,Boston Celtics,Eastern,112.43,1,GSW,117,108,1,9
2022-11-12,2022,MIA,Miami Heat,Eastern,107.23,0,,,,,
2022-11-12,2022,MIL,Milwaukee Bucks,Eastern,107.85,0,,,,,
2022-11-12,2022,DEN,Denver Nuggets,Western,106.12,1,MIA,108,105,1,3
2022-11-12,2022,GSW,Golden State Warriors,Western,100.41,0,,,,,
2022-11-12,2022,LAL,Los Angeles Lakers,Western,99.22,0,,,,,
2022-11-13,2022,BOS,Boston Celtics,Eastern,112.18,0,,,,,
2022-11-13,2022,MIA,Miami Heat,Eastern,110.08,1,LAL,131,108,1,23
2022-11-13,2022,MIL,Milwaukee Bucks,Eastern,107.59,0,,,,,
2022-11-13,2022,DEN,Denver Nuggets,Western,105.66,0,,,,,
2022-11-13,2022,GSW,Golden State Warriors,Western,101.46,1,MIL,121,101,1,20
2022-11-13,2022,LAL,Los Angeles Lakers,Western,99.99,0,,,,,
2022-11-14,2022,BOS,Boston Celtics,Eastern,111.78,0,,,,,
2022-11-14,2022,MIA,Miami Heat,Eastern,107.08,0,,,,,
2022-11-14,2022,MIL,Milwaukee Bucks,Eastern,105.53,1,BOS,99,126,0,-27
2022-11-14,2022,DEN,Denver Nuggets,Western,106.01,0,,,,,
2022-11-14,2022,GSW,Golden State Warriors,Western,100.36,0,,,,,
2022-11-14,2022,LAL,Los Angeles Lakers,Western,98.69,1,DEN,98,116,0,-18
2022-11-15,2022,BOS,Boston Celtics,Eastern,113.22,1,LAL,124,118,1,6
2022-11-15,2022,MIA,Miami Heat,Eastern,108.73,0,,,,,
2022-11-15,2022,MIL,Milwaukee Bucks,Eastern,106.01,0,,,,,
2022-11-15,2022,DEN,Denver Nuggets,Western,107.29,1,MIL,125,103,1,22
2022-11-15,2022,GSW,Golden State Warriors,Western,101.49,0,,,,,
2022-11-15,2022,LAL,Los Angeles Lakers,Western,99.84,0,,,,,
2022-11-16,2022,BOS,Boston Celtics,Eastern,112.15,0,,,,,
2022-11-16,2022,MIA,Miami Heat,Eastern,109.07,1,BOS,106,99,1,7
2022-11-16,2022,MIL,Milwaukee Bucks,Eastern,106.63,0,,,,,
2022-11-16,2022,DEN,Denver Nuggets,Western,104.20,0,,,,,
2022-11-16,2022,GSW,Golden State Warriors,Western,101.58,1,DEN,114,97,1,17
2022-11-16,2022,LAL,Los Angeles Lakers,Western,99.51,0,,,,,
2022-11-17,2022,BOS,Boston Celtics,Eastern,111.88,0,,,,,
2022-11-17,2022,MIA,Miami Heat,Eastern,107.74,0,,,,,
2022-11-17,2022,MIL,Milwaukee Bucks,Eastern,108.60,1,MIA,129,100,1,29
2022-11-17,2022,DEN,Denver Nuggets,Western,104.24,0,,,,,
2022-11-17,2022,GSW,Golden State Warriors,Western,100.82,0,,,,,
2022-11-17,2022,LAL,Los Angeles Lakers,Western,100.06,1,GSW,120,111,1,9
2022-11-18,2022,BOS,Boston Celtics,Eastern,111.93,1,MIA,104,99,1,5
2022-11-18,2022,MIA,Miami Heat,Eastern,106.92,0,,,,,
2022-11-18,2022,MIL,Milwaukee Bucks,Eastern,105.82,0,,,,,
2022-11-18,2022,DEN,Denver Nuggets,Western,104.43,1,GSW,111,105,1,6
2022-11-18,2022,GSW,Golden State Warriors,Western,101.00,0,,,,,
2022-11-18,2022,LAL,Los Angeles Lakers,Western,100.70,0,,,,,
2022-11-19,2022,BOS,Boston Celtics,Eastern,113.13,0,,,,,
2022-11-19,2022,MIA,Miami Heat,Eastern,107.08,1,MIL,98,103,0,-5
2022-11-19,2022,MIL,Milwaukee Bucks,Eastern,106.36,0,,,,,
2022-11-19,2022,DEN,Denver Nuggets,Western,105.08,0,,,,,
2022-11-19,2022,GSW,Golden State Warriors,Western,99.55,1,LAL,100,127,0,-27
2022-11-19,2022,LAL,Los Angeles Lakers,Western,99.98,0,,,,,
2022-11-20,2022,BOS,Boston Celtics,Eastern,111.95,0,,,,,
2022-11-20,2022,MIA,Miami Heat,Eastern,107.75,0,,,,,
2022-11-20,2022,MIL,Milwaukee Bucks,Eastern,107.11,1,DEN,108,101,1,7
2022-11-20,2022,DEN,Denver Nuggets,Western,103.64,0,,,,,
2022-11-20,2022,GSW,Golden State Warriors,Western,100.74,0,,,,,
2022-11-20,2022,LAL,Los Angeles Lakers,Western,101.38,1,BOS,129,100,1,29
2022-11-21,2022,BOS,Boston Celtics,Eastern,112.78,1,MIA,99,101,0,-2
2022-11-21,2022,MIA,Miami Heat,Eastern,107.90,0,,,,,
2022-11-21,2022,MIL,Milwaukee Bucks,Eastern,106.51,0,,,,,
2022-11-21,2022,DEN,Denver Nuggets,Western,104.79,1,GSW,126,127,0,-1
2022-11-21,2022,GSW,Golden State Warriors,Western,101.03,0,,,,,
2022-11-21,2022,LAL,Los Angeles Lakers,Western,100.11,0,,,,,
2022-11-22,2022,BOS,Boston Celtics,Eastern,113.37,0,,,,,
2022-11-22,2022,MIA,Miami Heat,Eastern,108.18,1,MIL,123,102,1,21
2022-11-22,2022,MIL,Milwaukee Bucks,Eastern,106.26,0,,,,,
2022-11-22,2022,DEN,Denver Nuggets,Western,104.17,0,,,,,
2022-11-22,2022,GSW,Golden State Warriors,Western,101.22,1,LAL,119,112,1,7
2022-11-22,2022,LAL,Los Angeles Lakers,Western,101.27,0,,,,,
2022-11-23,2022,BOS,Boston Celtics,Eastern,112.63,0,,,,,
2022-11-23,2022,MIA,Miami Heat,Eastern,107.83,0,,,,,
2022-11-23,2022,MIL,Milwaukee Bucks,Eastern,107.26,1,DEN,115,96,1,19
2022-11-23,2022,DEN,Denver Nuggets,Western,104.71,0,,,,,
2022-11-23,2022,GSW,Golden State Warriors,Western,101.86,0,,,,,
2022-11-23,2022,LAL,Los Angeles Lakers,Western,102.08,1,BOS,130,123,1,7
2022-11-24,2022,BOS,Boston Celtics,Eastern,113.53,1,MIL,123,122,1,1
2022-11-24,2022,MIA,Miami Heat,Eastern,106.23,0,,,,,
2022-11-24,2022,MIL,Milwaukee Bucks,Eastern,104.93,0,,,,,
2022-11-24,2022,DEN,Denver Nuggets,Western,105.71,1,LAL,129,108,1,21
2022-11-24,2022,GSW,Golden State Warriors,Western,100.51,0,,,,,
2022-11-24,2022,LAL,Los Angeles Lakers,Western,100.15,0,,,,,
2022-11-25,2022,BOS,Boston Celtics,Eastern,111.85,0,,,,,
2022-11-25,2022,MIA,Miami Heat,Eastern,107.19,1,DEN,110,101,1,9
2022-11-25,2022,MIL,Milwaukee Bucks,Eastern,104.30,0,,,,,
2022-11-25,2022,DEN,Denver Nuggets,Western,103.70,0,,,,,
2022-11-25,2022,GSW,Golden State Warriors,Western,102.24,1,BOS,120,97,1,23
2022-11-25,2022,LAL,Los Angeles Lakers,Western,100.30,0,,,,,
2022-11-26,2022,BOS,Boston Celtics,Eastern,113.52,0,,,,,
2022-11-26,2022,MIA,Miami Heat,Eastern,107.12,0,,,,,
2022-11-26,2022,MIL,Milwaukee Bucks,Eastern,103.50,1,GSW,102,113,0,-11
2022-11-26,2022,DEN,Denver Nuggets,Western,103.85,0,,,,,
2022-11-26,2022,GSW,Golden State Warriors,Western,101.49,0,,,,,
2022-11-26,2022,LAL,Los Angeles Lakers,Western,98.79,1,MIA,111,130,0,-19
2022-11-27,2022,BOS,Boston Celtics,Eastern,113.49,1,DEN,120,116,1,4
2022-11-27,2022,MIA,Miami Heat,Eastern,107.50,0,,,,,
2022-11-27,2022,MIL,Milwaukee Bucks,Eastern,104.44,0,,,,,
2022-11-27,2022,DEN,Denver Nuggets,Western,106.29,1,BOS,123,97,1,26
2022-11-27,2022,GSW,Golden State Warriors,Western,101.73,0,,,,,
2022-11-27,2022,LAL,Los Angeles Lakers,Western,101.31,0,,,,,
2022-11-28,2022,BOS,Boston Celtics,Eastern,112.40,0,,,,,
2022-11-28,2022,MIA,Miami Heat,Eastern,106.66,1,GSW,102,105,0,-3
2022-11-28,2022,MIL,Milwaukee Bucks,Eastern,104.64,0,,,,,
2022-11-28,2022,DEN,Denver Nuggets,Western,104.41,0,,,,,
2022-11-28,2022,GSW,Golden State Warriors,Western,101.33,1,MIA,124,120,1,4
2022-11-28,2022,LAL,Los Angeles Lakers,Western,102.15,0,,,,,
2022-11-29,2022,BOS,Boston Celtics,Eastern,113.04,0,,,,,
2022-11-29,2022,MIA,Miami Heat,Eastern,106.50,0,,,,,
2022-11-29,2022,MIL,Milwaukee Bucks,Eastern,106.40,1,LAL,124,103,1,21
2022-11-29,2022,DEN,Denver Nuggets,Western,103.23,0,,,,,
2022-11-29,2022,GSW,Golden State Warriors,Western,101.10,0,,,,,
2022-11-29,2022,LAL,Los Angeles Lakers,Western,100.75,1,MIL,105,117,0,-12
2022-11-30,2022,BOS,Boston Celtics,Eastern,114.17,1,GSW,131,99,1,32
2022-11-30,2022,MIA,Miami Heat,Eastern,106.90,0,,,,,
2022-11-30,2022,MIL,Milwaukee Bucks,Eastern,104.02,0,,,,,
2022-11-30,2022,DEN,Denver Nuggets,Western,104.41,1,MIA,124,121,1,3
2022-11-30,2022,GSW,Golden State Warriors,Western,101.02,0,,,,,
2022-11-30,2022,LAL,Los Angeles Lakers,Western,102.01,0,,,,,
2022-12-01,2022,BOS,Boston Celtics,Eastern,111.77,0,,,,,
2022-12-01,2022,MIA,Miami Heat,Eastern,107.39,1,LAL,131,96,1,35
2022-12-01,2022,MIL,Milwaukee Bucks,Eastern,104.63,0,,,,,
2022-12-01,2022,DEN,Denver Nuggets,Western,104.25,0,,,,,
2022-12-01,2022,GSW,Golden State Warriors,Western,100.44,1,MIL,101,110,0,-9
2022-12-01,2022,LAL,Los Angeles Lakers,Western,100.83,0,,,,,
2022-12-02,2022,BOS,Boston Celtics,Eastern,112.41,0,,,,,
2022-12-02,2022,MIA,Miami Heat,Eastern,106.11,0,,,,,
2022-12-02,2022,MIL,Milwaukee Bucks,Eastern,106.33,1,BOS,123,101,1,22
2022-12-02,2022,DEN,Denver Nuggets,Western,103.86,0,,,,,
2022-12-02,2022,GSW,Golden State Warriors,Western,101.25,0,,,,,
2022-12-02,2022,LAL,Los Angeles Lakers,Western,102.05,1,DEN,116,122,0,-6
2022-12-03,2022,BOS,Boston Celtics,Eastern,113.33,1,LAL,118,97,1,21
2022-12-03,2022,MIA,Miami Heat,Eastern,105.18,0,,,,,
2022-12-03,2022,MIL,Milwaukee Bucks,Eastern,103.10,0,,,,,
2022-12-03,2022,DEN,Denver Nuggets,Western,102.31,1,MIL,109,130,0,-21
2022-12-03,2022,GSW,Golden State Warriors,Western,102.67,0,,,,,
2022-12-03,2022,LAL,Los Angeles Lakers,Western,102.41,0,,,,,
2022-12-04,2022,BOS,Boston Celtics,Eastern,112.09,0,,,,,
2022-12-04,2022,MIA,Miami Heat,Eastern,106.06,1,BOS,120,117,1,3
2022-12-04,2022,MIL,Milwaukee Bucks,Eastern,103.67,0,,,,,
2022-12-04,2022,DEN,Denver Nuggets,Western,104.26,0,,,,,
2022-12-04,2022,GSW,Golden State Warriors,Western,103.04,1,DEN,114,110,1,4
2022-12-04,2022,LAL,Los Angeles Lakers,Western,101.68,0,,,,,
2022-12-05,2022,BOS,Boston Celtics,Eastern,112.35,0,,,,,
2022-12-05,2022,MIA,Miami Heat,Eastern,105.85,0,,,,,
2022-12-05,2022,MIL,Milwaukee Bucks,Eastern,103.96,1,MIA,110,105,1,5
2022-12-05,2022,DEN,Denver Nuggets,Western,103.58,0,,,,,
2022-12-05,2022,GSW,Golden State Warriors,Western,101.40,0,,,,,
2022-12-05,2022,LAL,Los Angeles Lakers,Western,103.96,1,GSW,113,97,1,16
2022-12-06,2022,BOS,Boston Celtics,Eastern,113.51,1,MIA,121,116,1,5
2022-12-06,2022,MIA,Miami Heat,Eastern,104.43,0,,,,,
2022-12-06,2022,MIL,Milwaukee Bucks,Eastern,103.62,0,,,,,
2022-12-06,2022,DEN,Denver Nuggets,Western,104.50,1,GSW,130,122,1,8
2022-12-06,2022,GSW,Golden State Warriors,Western,102.25,0,,,,,
2022-12-06,2022,LAL,Los Angeles Lakers,Western,101.38,0,,,,,
2022-12-07,2022,BOS,Boston Celtics,Eastern,111.31,0,,,,,
2022-12-07,2022,MIA,Miami Heat,Eastern,104.81,1,MIL,118,117,1,1
2022-12-07,2022,MIL,Milwaukee Bucks,Eastern,103.43,0,,,,,
2022-12-07,2022,DEN,Denver Nuggets,Western,103.83,0,,,,,
2022-12-07,2022,GSW,Golden State Warriors,Western,100.76,1,LAL,100,123,0,-23
2022-12-07,2022,LAL,Los Angeles Lakers,Western,101.93,0,,,,,
2022-12-08,2022,BOS,Boston Celtics,Eastern,112.12,0,,,,,
2022-12-08,2022,MIA,Miami Heat,Eastern,104.18,0,,,,,
2022-12-08,2022,MIL,Milwaukee Bucks,Eastern,105.11,1,DEN,114,105,1,9
2022-12-08,2022,DEN,Denver Nuggets,Western,104.70,0,,,,,
2022-12-08,2022,GSW,Golden State Warriors,Western,102.41,0,,,,,
2022-12-08,2022,LAL,Los Angeles Lakers,Western,101.99,1,BOS,123,118,1,5
2022-12-09,2022,BOS,Boston Celtics,Eastern,112.15,1,MIA,105,111,0,-6
2022-12-09,2022,MIA,Miami Heat,Eastern,105.15,0,,,,,
2022-12-09,2022,MIL,Milwaukee Bucks,Eastern,104.03,0,,,,,
2022-12-09,2022,DEN,Denver Nuggets,Western,103.34,1,GSW,110,115,0,-5
2022-12-09,2022,GSW,Golden State Warriors,Western,101.92,0,,,,,
2022-12-09,2022,LAL,Los Angeles Lakers,Western,101.71,0,,,,,
2022-12-10,2022,BOS,Boston Celtics,Eastern,112.56,0,,,,,
2022-12-10,2022,MIA,Miami Heat,Eastern,104.25,1,MIL,111,107,1,4
2022-12-10,2022,MIL,Milwaukee Bucks,Eastern,103.96,0,,,,,
2022-12-10,2022,DEN,Denver Nuggets,Western,104.67,0,,,,,
2022-12-10,2022,GSW,Golden State Warriors,Western,101.92,1,LAL,107,109,0,-2
2022-12-10,2022,LAL,Los Angeles Lakers,Western,103.29,0,,,,,
2022-12-11,2022,BOS,Boston Celtics,Eastern,111.10,0,,,,,
2022-12-11,2022,MIA,Miami Heat,Eastern,104.94,0,,,,,
2022-12-11,2022,MIL,Milwaukee Bucks,Eastern,102.04,1,DEN,119,124,0,-5
2022-12-11,2022,DEN,Denver Nuggets,Western,103.89,0,,,,,
2022-12-11,2022,GSW,Golden State Warriors,Western,102.13,0,,,,,
2022-12-11,2022,LAL,Los Angeles Lakers,Western,101.71,1,BOS,104,109,0,-5
2022-12-12,2022,BOS,Boston Celtics,Eastern,111.74,1,MIL,129,128,1,1
2022-12-12,2022,MIA,Miami Heat,Eastern,103.74,0,,,,,
2022-12-12,2022,MIL,Milwaukee Bucks,Eastern,102.76,0,,,,,
2022-12-12,2022,DEN,Denver Nuggets,Western,103.18,1,LAL,109,128,0,-19
2022-12-12,2022,GSW,Golden State Warriors,Western,103.05,0,,,,,
2022-12-12,2022,LAL,Los Angeles Lakers,Western,103.03,0,,,,,
2022-12-13,2022,BOS,Boston Celtics,Eastern,111.74,0,,,,,
2022-12-13,2022,MIA,Miami Heat,Eastern,103.85,1,DEN,114,111,1,3
2022-12-13,2022,MIL,Milwaukee Bucks,Eastern,103.84,0,,,,,
2022-12-13,2022,DEN,Denver Nuggets,Western,104.16,0,,,,,
2022-12-13,2022,GSW,Golden State Warriors,Western,104.10,1,BOS,124,109,1,15
2022-12-13,2022,LAL,Los Angeles Lakers,Western,102.43,0,,,,,
2022-12-14,2022,BOS,Boston Celtics,Eastern,110.78,0,,,,,
2022-12-14,2022,MIA,Miami Heat,Eastern,104.27,0,,,,,
2022-12-14,2022,MIL,Milwaukee Bucks,Eastern,102.79,1,GSW,106,119,0,-13
2022-12-14,2022,DEN,Denver Nuggets,Western,104.29,0,,,,,
2022-12-14,2022,GSW,Golden State Warriors,Western,103.11,0,,,,,
2022-12-14,2022,LAL,Los Angeles Lakers,Western,102.70,1,MIA,103,96,1,7
2022-12-15,2022,BOS,Boston Celtics,Eastern,110.89,1,DEN,103,111,0,-8
2022-12-15,2022,MIA,Miami Heat,Eastern,103.91,0,,,,,
2022-12-15,2022,MIL,Milwaukee Bucks,Eastern,103.71,0,,,,,
2022-12-15,2022,DEN,Denver Nuggets,Western,105.65,1,BOS,124,113,1,11
2022-12-15,2022,GSW,Golden State Warriors,Western,102.35,0,,,,,
2022-12-15,2022,LAL,Los Angeles Lakers,Western,103.06,0,,,,,
2022-12-16,2022,BOS,Boston Celtics,Eastern,111.78,0,,,,,
2022-12-16,2022,MIA,Miami Heat,Eastern,104.41,1,GSW,111,99,1,12
2022-12-16,2022,MIL,Milwaukee Bucks,Eastern,103.71,0,,,,,
2022-12-16,2022,DEN,Denver Nuggets,Western,104.07,0,,,,,
2022-12-16,2022,GSW,Golden State Warriors,Western,104.63,1,MIA,125,98,1,27
2022-12-16,2022,LAL,Los Angeles Lakers,Western,102.12,0,,,,,
2022-12-17,2022,BOS,Boston Celtics,Eastern,111.18,0,,,,,
2022-12-17,2022,MIA,Miami Heat,Eastern,103.11,0,,,,,
2022-12-17,2022,MIL,Milwaukee Bucks,Eastern,104.65,1,LAL,120,104,1,16
2022-12-17,2022,DEN,Denver Nuggets,Western,104.27,0,,,,,
2022-12-17,2022,GSW,Golden State Warriors,Western,103.65,0,,,,,
2022-12-17,2022,LAL,Los Angeles Lakers,Western,103.44,1,MIL,125,127,0,-2
2022-12-18,2022,BOS,Boston Celtics,Eastern,112.08,1,GSW,117,100,1,17
2022-12-18,2022,MIA,Miami Heat,Eastern,103.23,0,,,,,
2022-12-18,2022,MIL,Milwaukee Bucks,Eastern,103.92,0,,,,,
2022-12-18,2022,DEN,Denver Nuggets,Western,105.62,1,MIA,126,109,1,17
2022-12-18,2022,GSW,Golden State Warriors,Western,103.80,0,,,,,
2022-12-18,2022,LAL,Los Angeles Lakers,Western,102.92,0,,,,,
2022-12-19,2022,BOS,Boston Celtics,Eastern,111.65,0,,,,,
2022-12-19,2022,MIA,Miami Heat,Eastern,103.52,1,LAL,103,106,0,-3
2022-12-19,2022,MIL,Milwaukee Bucks,Eastern,103.41,0,,,,,
2022-12-19,2022,DEN,Denver Nuggets,Western,104.80,0,,,,,
2022-12-19,2022,GSW,Golden State Warriors,Western,104.11,1,MIL,129,118,1,11
2022-12-19,2022,LAL,Los Angeles Lakers,Western,103.42,0,,,,,
2022-12-20,2022,BOS,Boston Celtics,Eastern,109.76,0,,,,,
2022-12-20,2022,MIA,Miami Heat,Eastern,103.69,0,,,,,
2022-12-20,2022,MIL,Milwaukee Bucks,Eastern,102.20,1,BOS,121,130,0,-9
2022-12-20,2022,DEN,Denver Nuggets,Western,105.71,0,,,,,
2022-12-20,2022,GSW,Golden State Warriors,Western,104.00,0,,,,,
2022-12-20,2022,LAL,Los Angeles Lakers,Western,103.18,1,DEN,118,117,1,1
2022-12-21,2022,BOS,Boston Celtics,Eastern,111.19,1,LAL,122,101,1,21
2022-12-21,2022,MIA,Miami Heat,Eastern,104.07,0,,,,,
2022-12-21,2022,MIL,Milwaukee Bucks,Eastern,103.92,0,,,,,
2022-12-21,2022,DEN,Denver Nuggets,Western,104.84,1,MIL,119,130,0,-11
2022-12-21,2022,GSW,Golden State Warriors,Western,102.72,0,,,,,
2022-12-21,2022,LAL,Los Angeles Lakers,Western,103.46,0,,,,,
2022-12-22,2022,BOS,Boston Celtics,Eastern,110.31,0,,,,,
2022-12-22,2022,MIA,Miami Heat,Eastern,103.12,1,BOS,126,123,1,3
2022-12-22,2022,MIL,Milwaukee Bucks,Eastern,102.72,0,,,,,
2022-12-22,2022,DEN,Denver Nuggets,Western,104.11,0,,,,,
2022-12-22,2022,GSW,Golden State Warriors,Western,104.67,1,DEN,106,103,1,3
2022-12-22,2022,LAL,Los Angeles Lakers,Western,102.38,0,,,,,
2022-12-23,2022,BOS,Boston Celtics,Eastern,110.19,0,,,,,
2022-12-23,2022,MIA,Miami Heat,Eastern,103.01,0,,,,,
2022-12-23,2022,MIL,Milwaukee Bucks,Eastern,103.75,1,MIA,114,115,0,-1
2022-12-23,2022,DEN,Denver Nuggets,Western,105.32,0,,,,,
2022-12-23,2022,GSW,Golden State Warriors,Western,103.86,0,,,,,
2022-12-23,2022,LAL,Los Angeles Lakers,Western,102.51,1,GSW,115,130,0,-15
2022-12-24,2022,BOS,Boston Celtics,Eastern,110.29,1,MIA,121,128,0,-7
2022-12-24,2022,MIA,Miami Heat,Eastern,103.92,0,,,,,
2022-12-24,2022,MIL,Milwaukee Bucks,Eastern,103.33,0,,,,,
2022-12-24,2022,DEN,Denver Nuggets,Western,104.27,1,GSW,114,128,0,-14
2022-12-24,2022,GSW,Golden State Warriors,Western,104.04,0,,,,,
2022-12-24,2022,LAL,Los Angeles Lakers,Western,103.39,0,,,,,
2022-12-25,2022,BOS,Boston Celtics,Eastern,110.53,0,,,,,
2022-12-25,2022,MIA,Miami Heat,Eastern,103.24,1,MIL,101,106,0,-5
2022-12-25,2022,MIL,Milwaukee Bucks,Eastern,103.64,0,,,,,
2022-12-25,2022,DEN,Denver Nuggets,Western,104.59,0,,,,,
2022-12-25,2022,GSW,Golden State Warriors,Western,102.57,1,LAL,99,127,0,-28
2022-12-25,2022,LAL,Los Angeles Lakers,Western,102.49,0,,,,,
2022-12-26,2022,BOS,Boston Celtics,Eastern,110.04,0,,,,,
2022-12-26,2022,MIA,Miami Heat,Eastern,103.28,0,,,,,
2022-12-26,2022,MIL,Milwaukee Bucks,Eastern,104.00,1,DEN,111,106,1,5
2022-12-26,2022,DEN,Denver Nuggets,Western,106.01,0,,,,,
2022-12-26,2022,GSW,Golden State Warriors,Western,103.78,0,,,,,
2022-12-26,2022,LAL,Los Angeles Lakers,Western,102.04,1,BOS,100,128,0,-28
2022-12-27,2022,BOS,Boston Celtics,Eastern,111.81,1,MIA,131,97,1,34
2022-12-27,2022,MIA,Miami Heat,Eastern,103.88,0,,,,,
2022-12-27,2022,MIL,Milwaukee Bucks,Eastern,103.30,0,,,,,
2022-12-27,2022,DEN,Denver Nuggets,Western,105.96,1,GSW,102,99,1,3
2022-12-27,2022,GSW,Golden State Warriors,Western,103.81,0,,,,,
2022-12-27,2022,LAL,Los Angeles Lakers,Western,103.37,0,,,,,
2022-12-28,2022,BOS,Boston Celtics,Eastern,110.31,0,,,,,
2022-12-28,2022,MIA,Miami Heat,Eastern,101.92,1,MIL,103,112,0,-9
2022-12-28,2022,MIL,Milwaukee Bucks,Eastern,102.83,0,,,,,
2022-12-28,2022,DEN,Denver Nuggets,Western,105.97,0,,,,,
2022-12-28,2022,GSW,Golden State Warriors,Western,104.64,1,LAL,129,127,1,2
2022-12-28,2022,LAL,Los Angeles Lakers,Western,102.12,0,,,,,
2022-12-29,2022,BOS,Boston Celtics,Eastern,110.07,0,,,,,
2022-12-29,2022,MIA,Miami Heat,Eastern,102.65,0,,,,,
2022-12-29,2022,MIL,Milwaukee Bucks,Eastern,104.15,1,DEN,129,114,1,15
2022-12-29,2022,DEN,Denver Nuggets,Western,105.83,0,,,,,
2022-12-29,2022,GSW,Golden State Warriors,Western,103.68,0,,,,,
2022-12-29,2022,LAL,Los Angeles Lakers,Western,100.75,1,BOS,102,128,0,-26
2022-12-30,2022,BOS,Boston Celtics,Eastern,110.43,1,MIL,114,110,1,4
2022-12-30,2022,MIA,Miami Heat,Eastern,102.28,0,,,,,
2022-12-30,2022,MIL,Milwaukee Bucks,Eastern,103.33,0,,,,,
2022-12-30,2022,DEN,Denver Nuggets,Western,106.60,1,LAL,109,97,1,12
2022-12-30,2022,GSW,Golden State Warriors,Western,103.07,0,,,,,
2022-12-30,2022,LAL,Los Angeles Lakers,Western,102.13,0,,,,,
2022-12-31,2022,BOS,Boston Celtics,Eastern,109.18,0,,,,,
2022-12-31,2022,MIA,Miami Heat,Eastern,102.22,1,DEN,104,125,0,-21
2022-12-31,2022,MIL,Milwaukee Bucks,Eastern,102.70,0,,,,,
2022-12-31,2022,DEN,Denver Nuggets,Western,105.32,0,,,,,
2022-12-31,2022,GSW,Golden State Warriors,Western,104.33,1,BOS,106,97,1,9
2022-12-31,2022,LAL,Los Angeles Lakers,Western,101.89,0,,,,,
2023-01-01,2023,BOS,Boston Celtics,Eastern,108.91,0,,,,,
2023-01-01,2023,MIA,Miami Heat,Eastern,103.73,0,,,,,
2023-01-01,2023,MIL,Milwaukee Bucks,Eastern,103.25,1,GSW,98,106,0,-8
2023-01-01,2023,DEN,Denver Nuggets,Western,105.35,0,,,,,
2023-01-01,2023,GSW,Golden State Warriors,Western,103.21,0,,,,,
2023-01-01,2023,LAL,Los Angeles Lakers,Western,103.15,1,MIA,124,123,1,1
2023-01-02,2023,BOS,Boston Celtics,Eastern,110.57,1,DEN,123,103,1,20
2023-01-02,2023,MIA,Miami Heat,Eastern,102.19,0,,,,,
2023-01-02,2023,MIL,Milwaukee Bucks,Eastern,103.45,0,,,,,
2023-01-02,2023,DEN,Denver Nuggets,Western,104.66,1,BOS,100,112,0,-12
2023-01-02,2023,GSW,Golden State Warriors,Western,103.58,0,,,,,
2023-01-02,2023,LAL,Los Angeles Lakers,Western,102.83,0,,,,,
